Event, Bet, Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,Bet Side,
Kansas City Chiefs @ Tampa Bay Buccaneers, Spread $$number=1.0, Kansas City Chiefs $$line={1.0} $$odds=1.5 $$points=33,Tampa Bay Buccaneers $$line={-1.0} $$odds=2.5 $$points=60,Kansas City Chiefs $$line={-1.0} $$odds=1.606061 $$points=38,Tampa Bay Buccaneers $$line={1.0} $$odds=2.25 $$points=56,Kansas City Chiefs $$line={1.5} $$odds=1.5 $$points=33,Tampa Bay Buccaneers $$line={-1.5} $$odds=2.5 $$points=60,Kansas City Chiefs $$line={-1.5} $$odds=1.625 $$points=38,Tampa Bay Buccaneers $$line={1.5} $$odds=2.2 $$points=55,Kansas City Chiefs $$line={2.0} $$odds=1.47619 $$points=32,Tampa Bay Buccaneers $$line={-2.0} $$odds=2.55 $$points=61,Kansas City Chiefs $$line={-2.0} $$odds=1.666667 $$points=40,Tampa Bay Buccaneers $$line={2.0} $$odds=2.15 $$points=53,Kansas City Chiefs $$line={2.5} $$odds=1.465116 $$points=32,Tampa Bay Buccaneers $$line={-2.5} $$odds=2.6 $$points=62,Kansas City Chiefs $$line={-2.5} $$odds=1.69 $$points=41,Tampa Bay Buccaneers $$line={2.5} $$odds=2.1 $$points=52,Kansas City Chiefs $$line={-3.0} $$odds=1.8 $$points=44,Tampa Bay Buccaneers $$line={3.0} $$odds=1.952381 $$points=49,Kansas City Chiefs $$line={3.0} $$odds=1.416667 $$points=29,Tampa Bay Buccaneers $$line={-3.0} $$odds=2.75 $$points=64,Kansas City Chiefs $$line={-3.5} $$odds=1.952381 $$points=49,Tampa Bay Buccaneers $$line={3.5} $$odds=1.8 $$points=44,Kansas City Chiefs $$line={3.5} $$odds=1.4 $$points=29,Tampa Bay Buccaneers $$line={-3.5} $$odds=2.85 $$points=65,Kansas City Chiefs $$line={4.0} $$odds=1.384615 $$points=28,Tampa Bay Buccaneers $$line={-4.0} $$odds=2.9 $$points=66,Kansas City Chiefs $$line={-4.0} $$odds=2.05 $$points=51,Tampa Bay Buccaneers $$line={4.0} $$odds=1.741 $$points=43,Kansas City Chiefs $$line={4.5} $$odds=1.357143 $$points=26,Tampa Bay Buccaneers $$line={-4.5} $$odds=3.05 $$points=67,Kansas City Chiefs $$line={-4.5} $$odds=2.1 $$points=52,Tampa Bay Buccaneers $$line={4.5} $$odds=1.69 $$points=41,Kansas City Chiefs $$line={5.0} $$odds=1.344828 $$points=26,Tampa Bay Buccaneers $$line={-5.0} $$odds=3.1 $$points=68,Kansas City Chiefs $$line={-5.0} $$odds=2.1 $$points=52,Tampa Bay Buccaneers $$line={5.0} $$odds=1.69 $$points=41,Kansas City Chiefs $$line={5.5} $$odds=1.322581 $$points=24,Tampa Bay Buccaneers $$line={-5.5} $$odds=3.25 $$points=69,Kansas City Chiefs $$line={-5.5} $$odds=2.15 $$points=53,Tampa Bay Buccaneers $$line={5.5} $$odds=1.666667 $$points=40,Kansas City Chiefs $$line={6.0} $$odds=1.285714 $$points=22,Tampa Bay Buccaneers $$line={-6.0} $$odds=3.45 $$points=71,Kansas City Chiefs $$line={-6.0} $$odds=2.25 $$points=56,Tampa Bay Buccaneers $$line={6.0} $$odds=1.606061 $$points=38,Kansas City Chiefs $$line={6.5} $$odds=1.277778 $$points=22,Tampa Bay Buccaneers $$line={-6.5} $$odds=3.5 $$points=71,Kansas City Chiefs $$line={-6.5} $$odds=2.3 $$points=57,Tampa Bay Buccaneers $$line={6.5} $$odds=1.588235 $$points=37,Kansas City Chiefs $$line={7.0} $$odds=1.235294 $$points=19,Tampa Bay Buccaneers $$line={-7.0} $$odds=3.85 $$points=74,Kansas City Chiefs $$line={-7.0} $$odds=2.5 $$points=60,Tampa Bay Buccaneers $$line={7.0} $$odds=1.5 $$points=33,Kansas City Chiefs $$line={7.5} $$odds=1.210526 $$points=17,Tampa Bay Buccaneers $$line={-7.5} $$odds=4.05 $$points=75,Kansas City Chiefs $$line={-7.5} $$odds=2.6 $$points=62,Tampa Bay Buccaneers $$line={7.5} $$odds=1.465116 $$points=32,Kansas City Chiefs $$line={-8.0} $$odds=2.65 $$points=62,Tampa Bay Buccaneers $$line={8.0} $$odds=1.454545 $$points=31,Kansas City Chiefs $$line={-8.5} $$odds=2.7 $$points=63,Tampa Bay Buccaneers $$line={8.5} $$odds=1.434783 $$points=30,Kansas City Chiefs $$line={-9.0} $$odds=2.75 $$points=64,Tampa Bay Buccaneers $$line={9.0} $$odds=1.416667 $$points=29,Kansas City Chiefs $$line={-9.5} $$odds=2.8 $$points=64,Tampa Bay Buccaneers $$line={9.5} $$odds=1.408163 $$points=29,Kansas City Chiefs $$line={-10.0} $$odds=2.9 $$points=66,Tampa Bay Buccaneers $$line={10.0} $$odds=1.384615 $$points=28,Kansas City Chiefs $$line={-10.5} $$odds=3.05 $$points=67,Tampa Bay Buccaneers $$line={10.5} $$odds=1.357143 $$points=26,Kansas City Chiefs $$line={-11.0} $$odds=3.25 $$points=69,Tampa Bay Buccaneers $$line={11.0} $$odds=1.322581 $$points=24,Kansas City Chiefs $$line={-11.5} $$odds=3.3 $$points=70,Tampa Bay Buccaneers $$line={11.5} $$odds=1.3125 $$points=24,Kansas City Chiefs $$line={-12.0} $$odds=3.35 $$points=70,Tampa Bay Buccaneers $$line={12.0} $$odds=1.30303 $$points=23,Kansas City Chiefs $$line={-12.5} $$odds=3.4 $$points=71,Tampa Bay Buccaneers $$line={12.5} $$odds=1.294118 $$points=23,Kansas City Chiefs $$line={-13.0} $$odds=3.5 $$points=71,Tampa Bay Buccaneers $$line={13.0} $$odds=1.277778 $$points=22,Kansas City Chiefs $$line={-13.5} $$odds=3.65 $$points=73,Tampa Bay Buccaneers $$line={13.5} $$odds=1.263158 $$points=21
Kansas City Chiefs @ Tampa Bay Buccaneers, Spread $$number=0.5, Kansas City Chiefs - 1H $$line={0.5} $$odds=1.526316 $$points=34,Tampa Bay Buccaneers - 1H $$line={-0.5} $$odds=2.45 $$points=59,Kansas City Chiefs - 1H $$line={-0.5} $$odds=1.76923 $$points=43,Tampa Bay Buccaneers - 1H $$line={0.5} $$odds=2 $$points=50,Kansas City Chiefs - 1H $$line={1.5} $$odds=1.47619 $$points=32,Tampa Bay Buccaneers - 1H $$line={-1.5} $$odds=2.55 $$points=61,Kansas City Chiefs - 1H $$line={-1.5} $$odds=1.8 $$points=44,Tampa Bay Buccaneers - 1H $$line={1.5} $$odds=1.952381 $$points=49,Kansas City Chiefs - 1H $$line={-2.5} $$odds=1.833333 $$points=45,Tampa Bay Buccaneers - 1H $$line={2.5} $$odds=1.909091 $$points=48,Kansas City Chiefs - 1H $$line={-3.0} $$odds=2.05 $$points=51,Tampa Bay Buccaneers - 1H $$line={3.0} $$odds=1.741 $$points=43,Kansas City Chiefs - 1H $$line={-3.5} $$odds=2.2 $$points=55,Tampa Bay Buccaneers - 1H $$line={3.5} $$odds=1.625 $$points=38,Kansas City Chiefs - 1H $$line={-4.0} $$odds=2.4 $$points=58,Tampa Bay Buccaneers - 1H $$line={4.0} $$odds=1.540541 $$points=35,Kansas City Chiefs - 1H $$line={-4.5} $$odds=2.5 $$points=60,Tampa Bay Buccaneers - 1H $$line={4.5} $$odds=1.5 $$points=33
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U $$number=43.5, Over $$line={43.5} $$odds=1.133333 $$points=12,Under $$line={43.5} $$odds=5.25 $$points=81,Over $$line={44.5} $$odds=1.153846 $$points=13,Under $$line={44.5} $$odds=5 $$points=80,Over $$line={45.0} $$odds=1.153846 $$points=13,Under $$line={45.0} $$odds=4.85 $$points=79,Over $$line={45.5} $$odds=1.181818 $$points=15,Under $$line={45.5} $$odds=4.5 $$points=78,Over $$line={46.0} $$odds=1.181818 $$points=15,Under $$line={46.0} $$odds=4.5 $$points=78,Over $$line={46.5} $$odds=1.2 $$points=17,Under $$line={46.5} $$odds=4.3 $$points=77,Over $$line={47.0} $$odds=1.210526 $$points=17,Under $$line={47.0} $$odds=4.2 $$points=76,Over $$line={47.5} $$odds=1.235294 $$points=19,Under $$line={47.5} $$odds=3.85 $$points=74,Over $$line={48.0} $$odds=1.25 $$points=20,Under $$line={48.0} $$odds=3.75 $$points=73,Over $$line={48.5} $$odds=1.277778 $$points=22,Under $$line={48.5} $$odds=3.5 $$points=71,Over $$line={49.0} $$odds=1.285714 $$points=22,Under $$line={49.0} $$odds=3.45 $$points=71,Over $$line={49.5} $$odds=1.3125 $$points=24,Under $$line={49.5} $$odds=3.3 $$points=70,Over $$line={50.0} $$odds=1.333333 $$points=25,Under $$line={50.0} $$odds=3.2 $$points=69,Over $$line={50.5} $$odds=1.357143 $$points=26,Under $$line={50.5} $$odds=3.05 $$points=67,Over $$line={51.0} $$odds=1.384615 $$points=28,Under $$line={51.0} $$odds=2.9 $$points=66,Over $$line={51.5} $$odds=1.465116 $$points=32,Under $$line={51.5} $$odds=2.6 $$points=62,Over $$line={52.0} $$odds=1.47619 $$points=32,Under $$line={52.0} $$odds=2.55 $$points=61,Over $$line={52.5} $$odds=1.526316 $$points=34,Under $$line={52.5} $$odds=2.45 $$points=59,Over $$line={53.0} $$odds=1.540541 $$points=35,Under $$line={53.0} $$odds=2.4 $$points=58,Over $$line={53.5} $$odds=1.588235 $$points=37,Under $$line={53.5} $$odds=2.3 $$points=57,Over $$line={54.0} $$odds=1.606061 $$points=38,Under $$line={54.0} $$odds=2.25 $$points=56,Over $$line={54.5} $$odds=1.666667 $$points=40,Under $$line={54.5} $$odds=2.15 $$points=53,Over $$line={55.0} $$odds=1.741 $$points=43,Under $$line={55.0} $$odds=2.05 $$points=51,Over $$line={55.5} $$odds=1.8 $$points=44,Under $$line={55.5} $$odds=1.952381 $$points=49,Over $$line={56.0} $$odds=1.833333 $$points=45,Under $$line={56.0} $$odds=1.909091 $$points=48,Over $$line={56.5} $$odds=1.87 $$points=47,Under $$line={56.5} $$odds=1.87 $$points=47,Over $$line={57.0} $$odds=1.952381 $$points=49,Under $$line={57.0} $$odds=1.8 $$points=44,Over $$line={57.5} $$odds=2 $$points=50,Under $$line={57.5} $$odds=1.76923 $$points=43,Over $$line={58.0} $$odds=2.1 $$points=52,Under $$line={58.0} $$odds=1.69 $$points=41,Over $$line={58.5} $$odds=2.2 $$points=55,Under $$line={58.5} $$odds=1.625 $$points=38,Over $$line={59.0} $$odds=2.3 $$points=57,Under $$line={59.0} $$odds=1.588235 $$points=37,Over $$line={59.5} $$odds=2.4 $$points=58,Under $$line={59.5} $$odds=1.540541 $$points=35,Over $$line={60.0} $$odds=2.45 $$points=59,Under $$line={60.0} $$odds=1.526316 $$points=34,Over $$line={60.5} $$odds=2.5 $$points=60,Under $$line={60.5} $$odds=1.5 $$points=33,Over $$line={61.0} $$odds=2.65 $$points=62,Under $$line={61.0} $$odds=1.454545 $$points=31,Over $$line={61.5} $$odds=2.75 $$points=64,Under $$line={61.5} $$odds=1.416667 $$points=29,Over $$line={62.0} $$odds=2.9 $$points=66,Under $$line={62.0} $$odds=1.384615 $$points=28,Over $$line={62.5} $$odds=3 $$points=67,Under $$line={62.5} $$odds=1.363636 $$points=27,Over $$line={63.0} $$odds=3.15 $$points=68,Under $$line={63.0} $$odds=1.333333 $$points=25,Over $$line={63.5} $$odds=3.2 $$points=69,Under $$line={63.5} $$odds=1.333333 $$points=25,Over $$line={64.0} $$odds=3.3 $$points=70,Under $$line={64.0} $$odds=1.3125 $$points=24,Over $$line={64.5} $$odds=3.3 $$points=70,Under $$line={64.5} $$odds=1.3125 $$points=24,Over $$line={65.0} $$odds=3.6 $$points=72,Under $$line={65.0} $$odds=1.27 $$points=21,Over $$line={65.5} $$odds=3.75 $$points=73,Under $$line={65.5} $$odds=1.25 $$points=20,Over $$line={66.0} $$odds=4 $$points=75,Under $$line={66.0} $$odds=1.222222 $$points=18,Over $$line={66.5} $$odds=4.05 $$points=75,Under $$line={66.5} $$odds=1.210526 $$points=17,Over $$line={67.0} $$odds=4.3 $$points=77,Under $$line={67.0} $$odds=1.2 $$points=17,Over $$line={67.5} $$odds=4.4 $$points=77,Under $$line={67.5} $$odds=1.19 $$points=16,Over $$line={68.0} $$odds=4.85 $$points=79,Under $$line={68.0} $$odds=1.153846 $$points=13,Over $$line={68.5} $$odds=4.85 $$points=79,Under $$line={68.5} $$odds=1.153846 $$points=13,Over $$line={69.5} $$odds=5.25 $$points=81,Under $$line={69.5} $$odds=1.142857 $$points=12
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U - Kansas City Chiefs $$number=30.5, Over $$line={30.5} $$odds=1.909091 $$points=48,Under $$line={30.5} $$odds=1.833333 $$points=45
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U - Tampa Bay Buccaneers $$number=27.5, Over $$line={27.5} $$odds=2.05 $$points=51,Under $$line={27.5} $$odds=1.741 $$points=43
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U $$number=25.5, Over - 1H $$line={25.5} $$odds=1.606061 $$points=38,Under - 1H $$line={25.5} $$odds=2.25 $$points=56,Over - 1H $$line={26.0} $$odds=1.606061 $$points=38,Under - 1H $$line={26.0} $$odds=2.25 $$points=56,Over - 1H $$line={26.5} $$odds=1.69 $$points=41,Under - 1H $$line={26.5} $$odds=2.1 $$points=52,Over - 1H $$line={27.0} $$odds=1.76923 $$points=43,Under - 1H $$line={27.0} $$odds=2 $$points=50,Over - 1H $$line={27.5} $$odds=1.87 $$points=47,Under - 1H $$line={27.5} $$odds=1.833333 $$points=45,Over - 1H $$line={28.0} $$odds=2.05 $$points=51,Under - 1H $$line={28.0} $$odds=1.741 $$points=43,Over - 1H $$line={28.5} $$odds=2.1 $$points=52,Under - 1H $$line={28.5} $$odds=1.666667 $$points=40,Over - 1H $$line={29.0} $$odds=2.25 $$points=56,Under - 1H $$line={29.0} $$odds=1.588235 $$points=37,Over - 1H $$line={29.5} $$odds=2.35 $$points=57,Under - 1H $$line={29.5} $$odds=1.540541 $$points=35
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U - Kansas City Chiefs $$number=14.5, Over - 1H $$line={14.5} $$odds=2.05 $$points=51,Under - 1H $$line={14.5} $$odds=1.741 $$points=43
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U - Tampa Bay Buccaneers $$number=13.5, Over - 1H $$line={13.5} $$odds=2 $$points=50,Under - 1H $$line={13.5} $$odds=1.76923 $$points=43
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U - Kansas City Chiefs $$number=6.5, Over - 1Q $$line={6.5} $$odds=1.741 $$points=43,Under - 1Q $$line={6.5} $$odds=2.05 $$points=51
Kansas City Chiefs @ Tampa Bay Buccaneers, Total Points O/U - Tampa Bay Buccaneers $$number=6.5, Over - 1Q $$line={6.5} $$odds=2 $$points=50,Under - 1Q $$line={6.5} $$odds=1.76923 $$points=43
Kansas City Chiefs @ Tampa Bay Buccaneers, 3-Way Moneyline , Kansas City Chiefs - 1H  $$odds=1.714286 $$points=42,Tampa Bay Buccaneers - 1H  $$odds=2.45 $$points=59,Draw - 1H  $$odds=9 $$points=89
Kansas City Chiefs @ Tampa Bay Buccaneers, 3-Way Moneyline , Kansas City Chiefs - 1Q  $$odds=2.1 $$points=52,Tampa Bay Buccaneers - 1Q  $$odds=2.8 $$points=64,Draw - 1Q  $$odds=4 $$points=75
Kansas City Chiefs @ Tampa Bay Buccaneers, Coin Toss , Heads  $$odds=1.952381 $$points=49,Tails  $$odds=1.952381 $$points=49
Kansas City Chiefs @ Tampa Bay Buccaneers, Margin Of Victory (Odd/Even) , Kansas City wins by an odd margin of points  $$odds=2.7 $$points=63,Kansas City wins by an even margin of points  $$odds=3.5 $$points=71,Tampa Bay wins by an odd margin of points  $$odds=4 $$points=75,Tampa Bay wins by an even margin of points  $$odds=5 $$points=80
Kansas City Chiefs @ Tampa Bay Buccaneers, Team To Lead After Every Quarter , Kansas City Chiefs  $$odds=3 $$points=67,Tampa Bay Buccaneers  $$odds=6 $$points=83,Neither Team Leads After Every Quarter  $$odds=1.645161 $$points=39
Kansas City Chiefs @ Tampa Bay Buccaneers, Team To Score the Most Points in a Single Quarter , Kansas City Chiefs  $$odds=1.666667 $$points=40,Tampa Bay Buccaneers  $$odds=2.6 $$points=62,Tie  $$odds=7 $$points=86
Kansas City Chiefs @ Tampa Bay Buccaneers, Team To win in Overtime , Kansas City Chiefs Win in Overtime  $$odds=13 $$points=92,Tampa Bay Buccaneers Win in Overtime  $$odds=17 $$points=94,Game Does Not Go to Overtime  $$odds=1.034 $$points=3
Kansas City Chiefs @ Tampa Bay Buccaneers, Will The Game go to Double Overtime. , Yes  $$odds=41 $$points=98,No  $$odds=1.001 $$points=1
Kansas City Chiefs @ Tampa Bay Buccaneers, First Quarter Winner - Double Chance , Tampa Bay Buccaneers Or Tie - 1Q  $$odds=1.714286 $$points=42,Tampa Bay Buccaneers Kansas City Chiefs - 1Q  $$odds=1.2 $$points=17,Kansas City Chiefs Or Tie - 1Q  $$odds=1.363636 $$points=27
Kansas City Chiefs @ Tampa Bay Buccaneers, Team to win the coin toss , Kansas City Chiefs  $$odds=1.952381 $$points=49,Tampa Bay Buccaneers  $$odds=1.952381 $$points=49
Kansas City Chiefs @ Tampa Bay Buccaneers, Will the team that wins the coin toss win the game? , Yes  $$odds=1.952381 $$points=49,No  $$odds=1.952381 $$points=49
Kansas City Chiefs @ Tampa Bay Buccaneers, First Half Winning Margin , Chiefs by 1-3 points - 1H  $$odds=10 $$points=90,Buccaneers by 1-3 points - 1H  $$odds=11 $$points=91,Chiefs by 4-6 points - 1H  $$odds=11 $$points=91,Buccaneers by 4-6 points - 1H  $$odds=12 $$points=92,Chiefs by 7-9 points - 1H  $$odds=9 $$points=89,Buccaneers by 7-9 points - 1H  $$odds=11 $$points=91,Chiefs by 10-12 points - 1H  $$odds=10 $$points=90,Buccaneers by 10-12 points - 1H  $$odds=13 $$points=92,Chiefs by 13 or more points - 1H  $$odds=4 $$points=75,Buccaneers by 13 or more points - 1H  $$odds=6.5 $$points=85,Tie - 1H  $$odds=9 $$points=89
Kansas City Chiefs @ Tampa Bay Buccaneers, Margin of Victory , Chiefs by 1-4 points  $$odds=5 $$points=80,Chiefs by 5-8 points  $$odds=6.75 $$points=85,Chiefs by 9-12 points  $$odds=9.5 $$points=89,Chiefs by 13-16 points  $$odds=11 $$points=91,Chiefs by 17-20 points  $$odds=13 $$points=92,Chiefs by 21-24 points  $$odds=16 $$points=94,Chiefs by 25-28 points  $$odds=25 $$points=96,Chiefs by 29-32 points  $$odds=36 $$points=97,Chiefs by 33-36 points  $$odds=76 $$points=99,Chiefs by 37-40 points  $$odds=96 $$points=99,Chiefs by 41-42 points  $$odds=101 $$points=99,Chiefs by 43+ points  $$odds=41 $$points=98,Buccaneers by 1-4 points  $$odds=6 $$points=83,Buccaneers by 5-8 points  $$odds=9.5 $$points=89,Buccaneers by 9-12 points  $$odds=13 $$points=92,Buccaneers by 13-16 points  $$odds=15 $$points=93,Buccaneers by 17-20 points  $$odds=23 $$points=96,Buccaneers by 21-24 points  $$odds=29 $$points=97,Buccaneers by 25-28 points  $$odds=67 $$points=99,Buccaneers by 29-32 points  $$odds=91 $$points=99,Buccaneers by 33-36 points  $$odds=176 $$points=99,Buccaneers by 37-40 points  $$odds=251 $$points=99,Buccaneers by 41-42 points  $$odds=251 $$points=99,Buccaneers by 43+ points  $$odds=81 $$points=99
Kansas City Chiefs @ Tampa Bay Buccaneers, Winning Margin , Buccaneers by 1-6 points  $$odds=5 $$points=80,Chiefs by 1-6 points  $$odds=4.5 $$points=78,Buccaneers by 7-12 points  $$odds=7.5 $$points=87,Chiefs by 7-12 points  $$odds=6 $$points=83,Buccaneers by 13-18 points  $$odds=11 $$points=91,Chiefs by 13-18 points  $$odds=8 $$points=87,Buccaneers by 19-24 points  $$odds=17 $$points=94,Chiefs by 19-24 points  $$odds=11 $$points=91,Buccaneers by 25-30 points  $$odds=29 $$points=97,Chiefs by 25-30 points  $$odds=17 $$points=94,Buccaneers by 31-36 points  $$odds=41 $$points=98,Chiefs by 31-36 points  $$odds=23 $$points=96,Buccaneers by 37-42 points  $$odds=67 $$points=99,Chiefs by 37-42 points  $$odds=41 $$points=98,Buccaneers by 43 or more points  $$odds=81 $$points=99,Chiefs by 43 or more points  $$odds=41 $$points=98
Kansas City Chiefs @ Tampa Bay Buccaneers, First Score Method , Field Goal  $$odds=2.7 $$points=63,Touchdown  $$odds=1.416667 $$points=29,Any Other  $$odds=41 $$points=98
Kansas City Chiefs @ Tampa Bay Buccaneers, First Score Method - Buccaneers , Field Goal  $$odds=2.6 $$points=62,Touchdown  $$odds=1.454545 $$points=31,Any Other  $$odds=46 $$points=98
Kansas City Chiefs @ Tampa Bay Buccaneers, First Score Method - Chiefs , Field Goal  $$odds=2.75 $$points=64,Touchdown  $$odds=1.408163 $$points=29,Any Other  $$odds=46 $$points=98
